,recon2,BC01_08,BC01_49,BC01_53,BC01_69,BC02_66,BC03_26,BC03_78,BC03LN_50,BC03LN_64,BC03LN_87,BC04_20,BC04_62,BC05_46,BC05_53,BC07_30,BC07_35,BC07_57,BC07LN_41,BC07LN_62,BC09_Re_95
FORtrn,0.0,,,,,,,,,,,,,,,,,,,,
FRDPtc,1000.0,,,,,,,,,,,,,,,60.0,,,,,
FRDPtr,1000.0,248.0705622932745,,249.99999999999727,222.2222222222199,,222.22222222222535,,166.6666666666667,222.22222222222135,,0.0,111.11111111111019,,0.0,222.22222222222214,249.99999999999991,47.17470191809227,222.22222222222263,,
FRUt1r,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,0.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0000000000052,1000.0,1000.0,1000.0,1000.0
FRUt4,1000.0,1000.0,,0.0,1000.0,,1000.0,,999.9999999999995,1000.0,,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,,,0.0,,,,,,,,,,,,,,,,,
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,111.1111111111111,,,111.11111111110961,,,,,,,,,,,,,,,,,
FUC14GALACGLCGALGLUSIDEte,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,,
FUC14GALACGLCGALGLUSIDEtg,200.0,199.9999999999996,,200.0000000000554,200.00000000000074,,,,,,,,,200.0000000000001,,,,,,,
FUCACGALFUCGALACGLCGALGLUSIDEte,0.0,,,,,,,,,,,,,,,,,,,,
FUCACGALFUCGALACGLCGALGLUSIDEtg,125.00000000000571,,,,,,,,,,,,,,,,,,,,
FUCACNGAL14ACGLCGALGLUSIDEte,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,
FUCACNGAL14ACGLCGALGLUSIDEtg,199.9999999999997,199.99999999999997,,,200.00000000000048,,200.00000000000028,,,129.03225806451613,,,,,,,,,,,
FUCACNGALACGLCGALGLUSIDEte,0.0,,,,,,,,,,,,,,,,,,,,
FUCACNGALACGLCGALGLUSIDEtg,0.0,,,,,,,,,,,,,,,,,,,,
FUCFUC12GAL14ACGLCGALGLUSIDEte,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,
FUCFUC12GAL14ACGLCGALGLUSIDEtg,166.66666666734108,166.666666666665,,,166.66666666666686,,,,,,,,,166.66666666666288,,,,,,166.66666666666688,
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,,,,,,,,,,,,,,,,,,,,
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,99.9999999993708,,,,,,,,,,,,,,,,,,,,
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,,,0.0,,,,,,,,,,,,,,,,,
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,66.66666666666768,,,66.66666666666976,,,,,,,,,,,,,,,,,
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,90.90909090909285,,,90.909090909095,,,90.90909090909108,,,,,,,,,,,,,,
FUCFUCGALACGLCGALGLUSIDEte,0.0,0.0,,,0.0,,,,,0.0,,,,0.0,,,,,,0.0,
FUCFUCGALACGLCGALGLUSIDEtg,166.6666666666248,166.66666666666498,,,166.66666666666652,,,,,166.66666666666558,,,,166.66666666666666,,,,,,166.6666666666674,
FUCGAL14ACGLCGALGLUSIDEte,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,
FUCGAL14ACGLCGALGLUSIDEtg,200.00000000000713,200.0000000000013,,200.0000000000005,199.99999999999963,,,,,,,,,199.99999999999972,,,,,,199.9999999999994,
FUCGALFUCGALACGLCGALGLUSIDEte,0.0,,,,,,,,,,,,,,,,,,,,
FUCGALFUCGALACGLCGALGLUSIDEtg,125.00000000002005,,,,,,,,,,,,,,,,,,,,
FUCGALGBSIDEte,142.85714285715486,,,,,,,,,,,,,,,,,,,,
FUCGALGBSIDEtg,0.0,,,,,,,,,,,,,,,,,,,,
FUCtly,90.90909090909098,,,,,,,,61.264822134387366,75.00000000000003,,,,,71.42857142857143,,,71.42857142857136,66.66666666666693,,
FUMSO3tm,1000.0,,,,,,,,,,,,,,,,,,,,
FUMSO4tm,1000.0,,,,,,,,,,,,,,,,,,,,
FUMtm,1000.0,,5.402733842330325e-14,,,,,,,,,,-3.481659405224491e-13,,,,,,1000.0,,1000.0
FUMTSULtm,1000.0,,,,,,,,,,,,,,,,,,,,
G1M6MASNB1terg,0.0,,,,,,,,,,,,,,,,,,,,
G1M7MASNBterg,0.0,,,,,,,,,,,,,,,,,,,,
G1M7MASNCterg,0.0,,,,,,,,,,,,,,,,,,,,
G1M8MASNterg,0.0,,,,,,,,,,,,,,,,,,,,
G2M8MASNterg,0.0,,,,,,,,,,,,,,,,,,,,
G3M8MASNterg,0.0,,,,,,,,,,,,,,,,,,,,
G3PD2m,1000.0,1000.0,,,1000.0,,,,1000.0,,,,,,,,,,,,1000.0
G6Pter,1000.0,,,,,499.99999999999864,892.8571428571424,,,,,,,,,,0.0,,,,
GABAVESSEC,1000.0,,,,,,,,,,,,,,,,,,1000.0,,
GACPAILter,333.33333333333144,,,,,,,292.9292929292929,,,,,312.8205128205108,,,,,,,,
GALACGLCGALGBSIDEte,99.99999999999986,,,,,,,,,,,,,,,,100.00000000000001,,,,
GALACGLCGALGBSIDEtg,2.4584778657299466e-12,,,,,,,,,,,,,,,,-1.2789769243681803e-13,,,,
GALFUC12GAL14ACGLCGALGLUSIDEte,0.0,,,,,,,,,,,,,,,,,,,,
GALFUC12GAL14ACGLCGALGLUSIDEtg,142.85714285715903,,,,,,,,,,,,,,,,,,,,
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,,,,,,,,,,,,,,,,,,,,
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,90.90909090910361,,,,,,,,,,,,,,,,,,,,
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,,,,,,,,,,,,,,,,,,,,
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,55.55555555555993,,,,,,,,,,,,,,,,,,,,
GALGALGALTHCRMte,125.00000000000004,125.0,,,,,,,,,,124.99999999998158,,,,,124.99999999999939,,,,
GALGALGALTHCRMtg,-1.0942358130705543e-12,1.4210854715202004e-13,,,,,,,,,,-7.105427357601002e-13,,,,,1.6203064288466198e-13,,,,
GALGLUSIDEtg,249.9999999999825,199.99999999999991,,200.00000000000028,199.99999999999932,,199.9999999999998,,,166.66666666666666,,124.99999999999977,250.00000000000006,200.0,,,249.99999999999935,,,199.99999999999991,142.85714285714346
GALGLUSIDEtl,1000.0000000000001,,,,,,,,,,,,333.3333333333357,,,,,,,,
GALSIDEtg,500.0000000000005,,,,,,,,468.0851063829729,,,,,500.0000000000009,500.00000000000995,,,,0.0,499.999999999999,500.0000000000003
GALSIDEtl,999.9999999999991,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,500.00000000000034,499.999999999998,,500.0000000000042,500.00000000000034,-1.0231815394945443e-12
GALt1r,1000.0,1000.0,,1000.0,1000.0,,,1000.0000000000008,,1000.0,,1000.0,,,1000.0,,,,,,
GALt2_2,1000.0,1000.0,,1000.0,1000.0,,0.0,999.9999999999893,1000.0,1000.0,,1000.0,,1000.0,1000.0,,,,,1000.0,
GALt4,1000.0,1000.0,,1000.0,1000.0,,,,1000.0,1000.0,,,749.9999999999965,1000.0,1000.0,0.0,1000.0,6.821210263296962e-13,714.2857142857144,1000.0,1000.0
GALtly,1000.0,,,,,,999.9999999999989,71.42857142857139,122.52964426877418,161.43216080401854,,999.9999999999945,333.33333333333815,1000.0,191.5708812260561,999.9999999999991,500.0,191.57088122605387,500.0,1000.0000000000002,500.00000000000114
GAMt1r,1000.0,,,,1000.0,,,1000.0000000000001,,758.0645161290566,,,,,,,,,,200.00000000000202,142.85714285714414
GBSIDEte,166.66666666650326,,,,,,,,,166.66666666666845,,,,,,,,,,,142.85714285714283
GBSIDEtl,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0
GCHOLAt,1000.0,,,,,,1000.0,,,,,,,,1000.0,,,,,,
GCHOLAt2,1000.0,,,,,,,,,,,,,,,,,,,,
GCHOLAt3,1000.0,,,,,,,,,,,,,,,,,,,,
GCHOLAte,1000.0,,,,,0.0,,,,,,,,0.0,1000.0,,0.0,,,,
GCHOLAtx,1000.0,,,,,,,,,,,,,,,,,,,,
GD1B2te,0.0,,,,,,,,,,,,,,,,,,,,
GD1B2tg,0.0,,,,,,,,,,,,,,,,,,,,
GD1Cte,0.0,,,,,,,,,,,,,,,,,,,,
GD1Ctg,0.0,,,,,,,,,,,,,,,,,,,,
GDPFUCtg,333.33333333333394,333.333333333348,,272.72727272725626,333.3333333333501,,272.72727272726735,,61.26482213438709,333.3333333333342,,,,333.3333333333293,71.4285714285714,,,71.42857142857268,66.66666666666653,333.333333333336,
GDPtg,-1.6316441531216697e-09,0.0,,8.358824743481819e-11,-2.8421709430404007e-12,,-3.159853151041083e-13,,-3.410605131648481e-13,2.180886211542102e-13,,,,0.0,0.0,,,-4.372570681600617e-15,0.0,2.9475799609716306e-13,
GGLUCT,1000.0,1000.0,,1000.0,1000.0,,1000.0,,,,,1000.0,,1000.0,1000.0,,1000.0,,1000.0,,
GLACter,0.0,,,,,,,,,,,,,,,,,,,,
GLCMter,1000.0,,,1000.0,,,,,,1000.0,,,,1000.0,,,,,1000.0,,
GLCt2_2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,,,1000.0,1000.0
GLCt4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
GLCter,1000.0,,,1000.000000000031,0.0,,,,1.7053025658242404e-12,1000.0,,,,999.9999999999992,0.0,,,-1.3083891064957632e-13,999.9999999999991,,
GLCtg,500.0000000000037,,,,,,,,,,,,,,,,,,,,
GLCtly,1000.0000000000002,,,,,,,,,,,,333.33333333333815,,,,,,,,
GLCURter,1000.0,,,,,,,,,,,,,,1000.0000000000016,,499.9999999999983,1000.0,,,
GLCURtly,0.0,,,,,,,,,,,,,,,,1.8568209306553062e-14,,,,
GLNALANaEx,1000.0,,,,,,,,,,,,,,,,,,,,
GLNASNNaEx,1000.0,,,,,,,,,,,,,,,,,,,,
GLNCYSNaEx,1000.0,,,,,,,,,,,,,,,,,,,,
GLNSERNaEx,1000.0,,,,,,,,,,,,,,,,,,,,
GLNt4,1000.0,1000.0,,,,,1000.0,,,1000.0,,1000.0,,,,,1000.0,1000.0,1000.0,1000.0,
GLNTHRNaEx,1000.0,,,,,,,,,,,,,,,,,,,,
GLNtm,1000.0,,,,999.9999999999986,1000.0,1000.0,,,,,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,,
GLNtN1,1000.0,,,,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,
GLUt2m,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,,1000.0000000000005,,,1000.0,,1000.0,,1000.0,,1000.0,1000.0,
GLUt6,1000.0,,,1000.0,1000.0,,999.9999999999905,,,,,1000.0,,,,,1000.0000000000005,1000.0,1000.0,,
GLUt7l,1000.0,,,,,,,,,,,,,,,,,,,,
GLUtr,0.0,,,,,,0.0,,,,,0.0,,,0.0,,0.0,0.0,0.0,,
GLUVESSEC,1000.0,,,,,,,,,,,,,,,,,,,,
GLXtm,1000.0,,,,,,,,,,,999.9999999999973,,,,,,,,,
GLXtp,1000.0,0.0,-5.684341886080801e-13,0.0,0.0,,0.0,0.0,4.547473508864641e-13,0.0,,3.410605131648481e-13,,1.5916157281026244e-12,0.0,0.0,0.0,0.0,0.0,-3.410605131648481e-13,0.0
GLYBt4_2_r,1000.0,,,,,,,,,,,,,,,,,,,,
GLYBtm,1000.0,,,,,,,,,,,,,,,,,,,,
GLYCLTtp,1000.0,,,999.999999999977,,,,,999.9999999999998,,,999.9999999999958,,,,,1000.0,,1000.0,,
GLYC_St,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,999.9999999999989,1000.0,1000.0,,1000.0,,999.9999999999948,1000.0,1000.0,1000.0,1000.0,1000.0000000000011,1000.0,1000.0
GLYCtm,1000.0,999.9999999999941,,1000.0,999.9999999999972,,,,,,,500.0,,1000.0000000000026,1000.0,,0.0,994.3181818181815,1000.0000000000011,1000.0,999.9999999999977
GLYt2r,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
GLYt2rL,0.0,,,,,,,,,,,,,,,,,,,,
GLYt4,1000.0,1000.0,,,,,1000.0,,,1000.0,,1000.0,,,,,1000.0,1000.0,1000.0,1000.0,
GLYt7_211_r,1000.0,,,,,,1000.0,,,,,,,,,,1000.0,1000.0,,,
GLYtm,1000.0,,,1000.0,909.0909090909091,,727.2727272727278,0.0,0.0,,,0.0,,,571.428571428572,,,,727.2727272727263,,
GLYtp,1000.0,1000.0000000000026,1000.0,999.9999999999948,1000.0,,1000.0000000000002,1000.0,999.9999999999986,999.9999999999895,,1000.0,,1000.0000000000011,1000.0,1000.0000000000001,999.9999999999949,999.9999999999995,999.9999999999952,1000.0000000000011,1000.0000000000018
GLYVESSEC,1000.0,,,,,,,,,,,,,,,,,,,,
GMPtg,333.3333333333342,333.33333333333303,,272.7272727272772,333.333333333329,,272.7272727272727,,61.264822134387664,333.33333333333337,,,,333.3333333333335,71.42857142857164,,,71.42857142857147,66.66666666666669,333.333333333335,
GMPtn,0.0,,,,,,,,,,,,,,0.0,,,,,,
GP1CALPHAte,0.0,,,,,,,,,,,,,,,,,,,,
GP1CALPHAtg,0.0,,,,,,,,,,,,,,,,,,,,
GP1Cte,0.0,,,,,,,,,,,,,,,,,,,,
GP1Ctg,0.0,,,,,,,,,,,,,,,,,,,,
GQ1BALPHAte,0.0,,,,,,,,,,,,,,,,,,,,
GQ1BALPHAtg,0.0,,,,,,,,,,,,,,,,,,,,
GQ1Bte,0.0,,,,,,,,,,,,,,,,,,,,
GQ1Btg,0.0,,,,,,,,,,,,,,,,,,,,
GSNt,1000.0,1000.0,,,,,1000.0,,,0.0,,,,,,,,,,1000.0,
GSNtl,0.0,,,,,,,,,,,,,,,,,,,,
GSNtm,0.0,,,,,,,,,,,,,,,,,,,,
GT1Ate,250.00000000000065,,,,,,,,,,,,249.9999999999999,,,,250.00000000000048,,,,
GT1Atg,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,
GTHRDt,1000.0,,,,,,,1000.0,1000.0,,,1000.0,1000.0,,,,,,1000.0,1000.0,
GTHRDtr,1000.0,,,,,,1000.0,,,,,999.9999999999995,,,1000.0,,999.9999999999991,1000.0000000000008,999.9999999999998,,
GTMLTe,1000.0,,,,,,,,,,,,,,,,,,1000.0,,
GTPtn,0.0,,,,,,,,,,,,,,,,,,,,
GUAt,1000.0,999.9999999999939,,,,,,,,,,,,,,,,,,1000.0,
GULLACter,1000.0,,,,,,,,,,,,,,,,,,,,
GULNter,1000.0,,,,,,,,,,,,,,1000.0,,1000.0,1000.0,,,
H2O2t,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.000000000001
H2O2tly,1000.0,,,1000.0,,,,,,1000.0000000000138,,,,,,,,,,,
H2O2tm,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
H2O2tn,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
H2O2tp,1000.0,-2.1259438653942198e-11,,-1.4779288903810084e-12,0.0,1000.0,-4.547473508864641e-13,,1000.0,1.1368683772161603e-13,,1000.0,,1.864464138634503e-11,1000.0,3.410605131648481e-12,-1.1368683772161603e-13,1000.0,2.2737367544323206e-13,1000.0,1.0231815394945443e-12
H2Ot,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
H2Oter,1000.0,999.9999999999983,1.1116046355005008e-12,1000.0000000001244,999.9999999999995,-1.1368683772161603e-13,1000.0,142.8571428571438,1000.0,999.9999999999987,5.497934351794229e-13,999.9999999999989,500.00000000000614,1000.0,1000.0,500.00000000000017,1000.0,1000.0,1000.0,199.99999999999523,1000.0
H2Otg,1000.0,499.99999999999727,,1000.0,499.99999999999983,,399.9999999999998,500.0,651.8691588785072,759.422110552764,,500.0000000000021,500.00000000000017,1000.0,821.4285714285713,,500.0000000000002,821.4285714285718,764.7058823529438,500.00000000000006,500.00000000000034
H2Otly,1000.0,,,1000.0,1000.0,,1000.0,500.00000000000006,857.7075098814213,1000.0,,1000.0000000000013,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,500.00000000000034
H2Otm,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
H2Otn,1000.0,1000.0,,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,,0.0,666.6666666666595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
H2Otp,1000.0,1000.0,,1000.0,1000.0,-3.637978807091713e-12,1000.0,,1000.0,1000.0,,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000007
HAS1,999.9999999999834,100.00000000000023,,99.99999999999991,249.99999999999795,,,500.0,,,,,,249.99999999999994,,,325.00000000000006,,,,
HAS2,999.9999999999899,100.00000000000023,,99.99999999999991,249.99999999999795,,,500.0,,,,,,249.99999999999994,,,325.00000000000006,,,,
HAtly,500.0,,,,,,,,,,,,,,,,250.00000000000014,,,,
HCO3_CLt,1000.0,,,,,,,,,,,,1000.0,,,,1000.0,,,,
HCOUMARINte,0.0,,,,,,,,,,,,,,,,,,,,
HDCAter,1000.0,,,,,,,292.92929292929296,,,,,312.8205128205128,1000.0,,,,,,,
HDCEAtr,1000.0,,,,1000.0,1000.0,1000.0000000000019,1000.0,1000.0,1000.0,999.9999999999884,1000.0,,,1000.0,,999.9999999999965,1000.0,499.9999999999997,1000.0000000000208,
HDD2COAtx,699.999999999991,,,,,,307.6923076923076,,,0.0,,0.0,,,0.0,0.0,0.0,3.751665644813329e-12,,,
HESTRATRIOLte,1000.0,,,,,,,,,,,,,,,,,,,,
HESTRATRIOLtr,5.684341886080801e-13,,,,,,,,,,,,,,,,,,,,
HEXCCOAtx,1000.0,,,,,,,,,,,,,,,,,,,,
HEXCCRNt,0.0,,,,,,,,,,,,,,,,,,,,
HEXCt,1000.0,,,,,,,,,,,,,,,,,,,,
HISt4,1000.0,1000.0,,,,,1000.0,,,1000.0,,1000.0,,,,,1000.0,1000.0,1000.0,,
HISTAtu,1000.0,,,,,,1000.0,,,,,,,,,,1000.0,,,,
HISTAVESSEC,1000.0,,,,,,,,,,,,,,,,,,,,
HIStiDF,1000.0,,,,,,,,,,,,,,1000.0000000000025,,,,,,
HIStN1,1000.0,0.0,,,,,0.0,,,11.952323833942076,,1000.0,,,,1000.0,1000.0,1000.0,0.0,,
HKt,1000.0,,,,,,,,,,,,,,,,,,,,
HMGCOAtm,1000.0,1000.0,,833.3333333333403,1000.0000000000025,2.0647987824034046e-12,0.0,,1.407887777266474e-12,-5.899409555254416e-14,333.33333333333326,583.3333333333297,1.8453826023205478e-14,686.6197183098595,0.0,0.0,0.0,0.0,-3.183231456205249e-12,1.2163743696491057e-11,0.0
HMGCOAtx,1000.000000000001,-5.115907697472721e-13,,7.958078640513122e-13,999.9999999999984,,1000.0,,,,,666.66666666666,,666.6666666666671,,,,,1000.0000000000001,,
HOMt4,1000.0,,,,,,,,,,,,,,,,,,,,
HPACtr,1000.0,,,,,,,,,,,,,,,,,,,,
HPDCACRNt,857.1428571428571,,,,,,,,,274.56790123456807,,,,,,,,,,,
HPDCAt,857.1428571428571,,,,,,,,,274.56790123456807,,,,,,,,,,,
HPYRtp,0.0,,,-2.8421709430404007e-12,,,,,,,,,,,,,0.0,,0.0,,
HRETNtn,1000.0,,,,,,,,,,,,,,,,,,,,
HSAT1ly,0.0,,,,,,,,,,,,,,,,,,,,
HSAT2ly,0.0,,,,,,,,,,,,,,,,,,,,
HSAT3ly,0.0,,,,,,,,,,,,,,,,,,,,
HSAT4ly,0.0,,,,,,,,,,,,,,,,,,,,
HSPGt,0.0,,,,,,,,,,,,,,,,,,,,
HSPGtly,0.0,,,,,,,,,,,,,,,,,,,,
HTAXOLte,0.0,,,,,,,,,,,,,,,,,,,,
Htg,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,977.3869346733668,1000.0,,1000.0000000000007,999.9999999999995,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
Htm,1000.0,,,,,,,1000.0,1000.0,1000.0,,,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,
Htr,1000.0,818.181818181818,533.3333333333333,1000.0,727.272727272725,749.9999999999998,1000.0,812.5000000000068,619.0476190476196,901.6491562563614,787.8787878787873,999.9999999999949,906.2499999999966,1000.0,1000.0,833.3333333333283,931.8181818181819,999.9999999999998,900.0000000000008,812.4999999999994,6.707523425575346e-12
Htx,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,
HXANtl,0.0,,,,,,,,,,,,,,,,,,,,
HXANtx,1000.0,,,,,,,,,,,,,,,,,,,1000.0000000000013,
HYXNt,1000.0,1000.0,,,,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,1000.0,,,1000.0,1000.0,
IDOURtly,2.0845621061303955e-13,,,,,,,,,,,,,,,,,,,,
IDPtn,999.9999999999989,,,,,,999.9999999999989,,1000.0,,,,,,,,,,,,
ILEt5m,1000.0,,,,,,,,,,,,,,,,,,0.0,,
ILEtec,1000.0,,,,,,,,,27.04944863866807,,,,,,,,,,,
INSt,1000.0,1000.0,,1000.0,,1000.000000000001,,,1000.0,,,,,,,,,,,,
INStl,0.0,,,,,,,,,,,,,,,,,,,,
INStm,0.0,,,,,,,,,,,,,,,,,,,,
INSTt2r,1000.0,,,,,,,,,2.204480896988766,,,1000.0,,,,,,,,
INSTt4,1000.0,,,,,,,,,,,,,,,,,,,,
IPDPtr,0.0,,,,,,,,,,,,,,,,,,,,
IPDPtx,666.6666666666656,1.0226521228495787e-12,,0.0,333.33333333333326,,0.0,,-2.957634137601417e-13,0.0,,0.0,,333.3333333333333,0.0,7.997815773552326e-13,5.684341886080802e-14,0.0,333.33333333333326,,
It,1000.0,,,,,,,,,999.9999999999991,,,,,,,,,,,
ITPtn,1000.0,,,,,,1000.0,,1000.0,,,,,,,,,,,,
KCC2t,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,,,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0
KCCt,1000.0,,,,,,,,,,,,,,,,,,,,
KSII_CORE2t,31.249999999999524,,,,,,,,,,,,,,31.25,,,31.25000000000004,,,
KSII_CORE2tly,31.249999999999524,,,,,,,,,,,,,,31.25,,,31.25000000000004,,,
KSII_CORE4t,29.411764705882348,,,,,,,,,,,,,,29.41176470588235,,,29.411764705881712,,,
KSII_CORE4tly,29.411764705882348,,,,,,,,,,,,,,29.41176470588235,,,29.411764705881712,,,
KSIt,9.920634920634901,,,,,,,,,,,,,,9.920634920634813,,,9.92063492063492,,,
KSItly,9.920634920634901,,,,,,,,,,,,,,9.920634920634813,,,9.92063492063492,,,
Kt3g,0.0,,,,,,,,,,,,,,,,,,,,
LCTStg,500.0,,,,,,,,,,,,,,,,,,,,
LCTStl,0.0,,,,,,,,,,,,,,,,,,,,
LEUKTRA4t,1000.0,,,,,,,,,,,1000.0,,,,,,,1000.0,,
LEUKTRA4tr,1000.0,,,,,,1000.0000000000001,,,,,1000.0,,,1000.0,,1000.0000000000007,999.9999999999991,1000.0,,
LEUKTRB4t,1000.0,,,,,,0.0,,,,,,,,,,,,,,
LEUKTRB4tr,0.0,,,,,,,,,,,,,,,,,,,,
LEUKTRC4t,1000.0,1000.0,,1000.0,,,,,,1000.0,,,,,1000.0,,,1000.0,1000.0,875.0000000000005,1000.0
LEUKTRD4t,1000.0,,,,,,,,,,,,,,,,,,,,
LEUKTRD4tr,3.410605131648481e-12,,,,,,-1.1823431123048067e-11,,,,,0.0,,,0.0,,5.5706550483591855e-12,0.0,0.0,,
LEUKTRE4t,1000.0,,,,,,,,,,,,,,,,,,,,
LEUKTRF4t,1000.0,,,,,,,,,,,,,,,,,,,,
LEUt5m,1000.0,,,,,,,,,,,,,,,,,,1000.0000000000008,,
LEUtec,1000.0,,,,,,,,,,,,,,,,,,,,
LGNCCOAtx,1000.0,,,,,,,,,,,,,,,,,,,,
LGNCCRNt,0.0,,,,,,,,,,,,,,,,,,,,
LIMNENte,1000.0,,,,,,,,,,,,,,,,,,,,
LIPOti,0.0,,,,,,,,,,,,,,,,,,,,
L_LACDcm,1000.0,,,,,,,500.0,500.0000000000001,500.00000000000125,,,,500.0,,,,,499.9999999998904,500.0,
L_LACt2r,1000.0,,,1000.0,,,1000.0,,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,
L_LACt4r,1000.0,,1000.0,,,,1000.0,1000.0000000000105,1000.0,999.9999999999998,,1000.0,,,,1000.0,,1000.0,,,1000.0
L_LACtcm,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0000000000014,1000.0,,471.74701918092353,,600.0000000000027,1000.0
L_LACtm,999.9999999999866,,0.0,,,0.0,1000.0,,,,0.0,,-2.2737367544323206e-13,999.9999999999998,,,1000.0,,1000.0,,0.0
LNELDCCRNt,1000.0,,,,,,,,,1000.0000000000001,,,,,,500.0,666.6666666666667,,,,
LNELDCt,0.0,,,,,,,,,,,,,,,,,,,,
LNLCCRNt,1000.0,500.00000000001097,,499.9999999999997,250.00000000000264,238.09523809523827,0.0,,,,629.0909090909084,,,452.3809523809508,,500.0000000000001,666.6666666666646,,250.00000000000185,,
LNLCt,1000.0,0.0,,,,,0.0,,,,,,,,,588.8888888888895,866.6666666666717,999.9999999999577,250.0000000000016,,
LNLNCACRNt,1000.0,,,,166.66666666666765,,,,,321.95121951219784,,,,,,,,,199.99999999999955,,
LNLNCAt,1000.0,0.0,,,1000.0,,1000.0,,,,,,,1000.0,1000.0,1000.0,999.9999999999962,1000.0000000000011,199.99999999999955,,
LNLNCGCRNt,1000.0,,,,499.99999999996544,238.0952380952392,,,,483.6601307189532,,205.357142857143,,452.3809523809524,333.33333333333314,500.0000000000039,888.8888888888828,,333.333333333333,,
